Timestmp,Event,Total CPU utilisation %,Total CPU RAM utilisation %,Total GPU utilisation %,Total GPU RAM utilisation %,Total Swap Utilisation %
2024-03-25 03:46:52.204717,Initialising Logging,25.464928477520175,28.567656949794856,0.0,4.640557467349431,0.0
2024-03-25 03:46:52.212926,Server Initialised,25.464928477520175,28.567656949794856,0.0,4.640557467349431,0.0
2024-03-25 03:46:52.387970,Configuring Connection,25.464928477520175,28.567656949794856,0.0,4.640557467349431,0.0
2024-03-25 03:46:52.491689,Connection Established,25.464928477520175,28.567656949794856,0.0,4.640557467349431,0.0
2024-03-25 03:46:52.492000,Connecting Devices To Master Server,25.464928477520175,28.567656949794856,0.0,4.640557467349431,0.0
2024-03-25 03:46:52.527781,Connection Established,25.464928477520175,28.567656949794856,0.0,4.640557467349431,0.0
2024-03-25 03:46:52.528033,Initialising Gstreamer,25.464928477520175,28.567656949794856,0.0,4.640557467349431,0.0
2024-03-25 03:46:52.533175,Gstreamer Initialised,25.464928477520175,28.567656949794856,0.0,4.640557467349431,0.0
2024-03-25 03:46:52.533382,Creating Pipelines,25.464928477520175,28.567656949794856,0.0,4.640557467349431,0.0
2024-03-25 03:46:53.804260,Pipelines Created,38.31658291457286,28.578814518149642,0.0,4.645683587021203,0.0
2024-03-25 03:46:53.804669,Set Pipelines State,38.31658291457286,28.578814518149642,0.0,4.645683587021203,0.0
2024-03-25 03:46:53.845086,Pipelines State set to Playing,38.31658291457286,28.578814518149642,0.0,4.645683587021203,0.0
2024-03-25 03:46:53.845326,"Processing Pipeline vi-output, ar0230 30-0043",38.31658291457286,28.578814518149642,0.0,4.645683587021203,0.0
2024-03-25 03:46:53.845715,"Retrieving Deployments for vi-output, ar0230 30-0043",38.31658291457286,28.578814518149642,0.0,4.645683587021203,0.0
2024-03-25 03:46:53.929626,Deployments retrieved,38.31658291457286,28.578814518149642,0.0,4.645683587021203,0.0
2024-03-25 03:46:53.932374,"Launching inference for vi-output, ar0230 30-0043",38.31658291457286,28.578814518149642,0.0,4.645683587021203,0.0
2024-03-25 03:46:53.965379,Retrieving model,38.31658291457286,28.578814518149642,0.0,4.645683587021203,0.0
2024-03-25 03:46:53.965635,Model data retrieved,38.31658291457286,28.578814518149642,0.0,4.645683587021203,0.0
2024-03-25 03:46:53.965726,Attempting to add sink,38.31658291457286,28.578814518149642,0.0,4.645683587021203,0.0
2024-03-25 03:46:55.967240,Sink successfully added,36.12698412698413,29.998186895142346,0.0,5.450790229885057,0.0
2024-03-25 03:46:55.967484,Finalising inference,36.12698412698413,29.998186895142346,0.0,5.450790229885057,0.0
2024-03-25 03:46:55.972046,"Inference launched for vi-output, ar0230 30-0043, Total Deployments: 1",36.12698412698413,29.998186895142346,0.0,5.450790229885057,0.0
2024-03-25 03:46:55.972379,"Launching inference for vi-output, ar0230 30-0043",36.12698412698413,29.998186895142346,0.0,5.450790229885057,0.0
2024-03-25 03:46:56.048153,Retrieving model,36.12698412698413,29.998186895142346,0.0,5.450790229885057,0.0
2024-03-25 03:46:56.048339,Model data retrieved,36.12698412698413,29.998186895142346,0.0,5.450790229885057,0.0
2024-03-25 03:46:56.048505,Attempting to add sink,36.12698412698413,29.998186895142346,0.0,5.450790229885057,0.0
2024-03-25 03:46:58.050647,Sink successfully added,28.46900042176297,30.07756222791193,0.0,5.450790229885057,0.0
2024-03-25 03:46:58.051034,Finalising inference,28.46900042176297,30.07756222791193,0.0,5.450790229885057,0.0
2024-03-25 03:46:58.052618,"Inference launched for vi-output, ar0230 30-0043, Total Deployments: 2",28.46900042176297,30.07756222791193,0.0,5.450790229885057,0.0
2024-03-25 03:46:58.052881,"Launching inference for vi-output, ar0230 30-0043",28.46900042176297,30.07756222791193,0.0,5.450790229885057,0.0
2024-03-25 03:46:58.081621,Retrieving model,28.46900042176297,30.07756222791193,0.0,5.450790229885057,0.0
2024-03-25 03:46:58.081805,Model data retrieved,28.46900042176297,30.07756222791193,0.0,5.450790229885057,0.0
2024-03-25 03:46:58.081917,Attempting to add sink,28.46900042176297,30.07756222791193,0.0,5.450790229885057,0.0
2024-03-25 03:47:00.085148,Sink successfully added,24.715549936788875,30.122253672210213,0.0,5.450790229885057,0.0
2024-03-25 03:47:00.085380,Finalising inference,24.715549936788875,30.122253672210213,0.0,5.450790229885057,0.0
2024-03-25 03:47:00.086682,"Inference launched for vi-output, ar0230 30-0043, Total Deployments: 3",24.715549936788875,30.122253672210213,0.0,5.450790229885057,0.0
2024-03-25 03:47:00.087099,"Processing Pipeline vi-output, ar0230 30-0044",24.715549936788875,30.122253672210213,0.0,5.450790229885057,0.0
2024-03-25 03:47:00.087306,"Retrieving Deployments for vi-output, ar0230 30-0044",24.715549936788875,30.122253672210213,0.0,5.450790229885057,0.0
2024-03-25 03:47:00.157251,Deployments retrieved,24.715549936788875,30.122253672210213,0.0,5.450790229885057,0.0
2024-03-25 03:47:00.157631,"Launching inference for vi-output, ar0230 30-0044",24.715549936788875,30.122253672210213,0.0,5.450790229885057,0.0
2024-03-25 03:47:00.182509,Retrieving model,24.715549936788875,30.122253672210213,0.0,5.450790229885057,0.0
2024-03-25 03:47:00.182712,Model data retrieved,24.715549936788875,30.122253672210213,0.0,5.450790229885057,0.0
2024-03-25 03:47:00.182940,Attempting to add sink,24.715549936788875,30.122253672210213,0.0,5.450790229885057,0.0
2024-03-25 03:47:02.185984,Batch of 5 Gathered for sink: sink_deployment_3,25.46470941564164,30.25153220818065,0.0,5.439241167903786,0.0
2024-03-25 03:47:02.186202,Inference for sinK: sink_deployment_3,25.46470941564164,30.25153220818065,0.0,5.439241167903786,0.0
2024-03-25 03:47:02.186773,Sink successfully added,25.46470941564164,30.25153220818065,0.0,5.439241167903786,0.0
2024-03-25 03:47:02.187091,Finalising inference,25.46470941564164,30.25153220818065,0.0,5.439241167903786,0.0
2024-03-25 03:47:02.188276,"Inference launched for vi-output, ar0230 30-0044, Total Deployments: 4",25.46470941564164,30.25153220818065,0.0,5.439241167903786,0.0
2024-03-25 03:47:02.188513,"Launching inference for vi-output, ar0230 30-0044",25.46470941564164,30.25153220818065,0.0,5.439241167903786,0.0
2024-03-25 03:47:02.294311,Retrieving model,25.46470941564164,30.25153220818065,0.0,5.439241167903786,0.0
2024-03-25 03:47:02.294486,Model data retrieved,25.46470941564164,30.25153220818065,0.0,5.439241167903786,0.0
2024-03-25 03:47:02.294631,Attempting to add sink,25.46470941564164,30.25153220818065,0.0,5.439241167903786,0.0
2024-03-25 03:47:04.297145,Batch of 5 Gathered for sink: sink_deployment_9,25.464554709707215,30.246663006201256,0.0,5.439045421090545,0.0
2024-03-25 03:47:04.297403,Inference for sinK: sink_deployment_9,25.464554709707215,30.246663006201256,0.0,5.439045421090545,0.0
2024-03-25 03:47:04.297972,Sink successfully added,25.464554709707215,30.246663006201256,0.0,5.439045421090545,0.0
2024-03-25 03:47:04.298097,Finalising inference,25.464554709707215,30.246663006201256,0.0,5.439045421090545,0.0
2024-03-25 03:47:04.299661,"Inference launched for vi-output, ar0230 30-0044, Total Deployments: 5",25.464554709707215,30.246663006201256,0.0,5.439045421090545,0.0
2024-03-25 03:47:04.300063,"Launching inference for vi-output, ar0230 30-0044",25.464554709707215,30.246663006201256,0.0,5.439045421090545,0.0
2024-03-25 03:47:04.342598,Retrieving model,25.464554709707215,30.246663006201256,0.0,5.439045421090545,0.0
2024-03-25 03:47:04.342861,Model data retrieved,25.464554709707215,30.246663006201256,0.0,5.439045421090545,0.0
2024-03-25 03:47:04.343019,Attempting to add sink,25.464554709707215,30.246663006201256,0.0,5.439045421090545,0.0
2024-03-25 03:47:06.080280,Batch of 5 Gathered for sink: sink_deployment_17,20.7942238267148,30.24589225312412,0.0,5.43023681449466,0.0
2024-03-25 03:47:06.080624,Inference for sinK: sink_deployment_17,20.7942238267148,30.24589225312412,0.0,5.43023681449466,0.0
2024-03-25 03:47:06.348108,Sink successfully added,25.464441456917918,30.264610542140375,0.0,5.43023681449466,0.0
2024-03-25 03:47:06.348326,Finalising inference,25.464441456917918,30.264610542140375,0.0,5.43023681449466,0.0
2024-03-25 03:47:06.351798,"Inference launched for vi-output, ar0230 30-0044, Total Deployments: 6",25.464441456917918,30.264610542140375,0.0,5.43023681449466,0.0
2024-03-25 03:47:06.352599,"Processing Pipeline vi-output, ar0230 31-0043",25.464441456917918,30.264610542140375,0.0,5.43023681449466,0.0
2024-03-25 03:47:06.352916,"Retrieving Deployments for vi-output, ar0230 31-0043",25.464441456917918,30.264610542140375,0.0,5.43023681449466,0.0
2024-03-25 03:47:06.456505,Deployments retrieved,25.464441456917918,30.264610542140375,0.0,5.43023681449466,0.0
2024-03-25 03:47:06.456869,Batch of 5 Gathered for sink: sink_deployment_3,25.464441456917918,30.264610542140375,0.0,5.43023681449466,0.0
2024-03-25 03:47:06.457079,Inference for sinK: sink_deployment_3,25.464441456917918,30.264610542140375,0.0,5.43023681449466,0.0
2024-03-25 03:47:06.457388,"Launching inference for vi-output, ar0230 31-0043",25.464441456917918,30.264610542140375,0.0,5.43023681449466,0.0
2024-03-25 03:47:06.489641,Retrieving model,25.464441456917918,30.264610542140375,0.0,5.43023681449466,0.0
2024-03-25 03:47:06.489828,Model data retrieved,25.464441456917918,30.264610542140375,0.0,5.43023681449466,0.0
2024-03-25 03:47:06.489971,Attempting to add sink,25.464441456917918,30.264610542140375,0.0,5.43023681449466,0.0
2024-03-25 03:47:07.491116,Batch of 5 Gathered for sink: sink_deployment_10,20.435881238155403,30.264047770052304,0.0,5.43023681449466,0.0
2024-03-25 03:47:07.491582,Inference for sinK: sink_deployment_10,20.435881238155403,30.264047770052304,0.0,5.43023681449466,0.0
2024-03-25 03:47:08.496479,Batch of 5 Gathered for sink: sink_deployment_9,25.464769265577367,30.30011412039212,11.2,5.425930384603339,0.0
2024-03-25 03:47:08.496784,Inference for sinK: sink_deployment_9,25.464769265577367,30.30011412039212,11.2,5.425930384603339,0.0
2024-03-25 03:47:08.497516,Sink successfully added,25.464769265577367,30.30011412039212,11.2,5.425930384603339,0.0
2024-03-25 03:47:08.497734,Finalising inference,25.464769265577367,30.30011412039212,11.2,5.425930384603339,0.0
2024-03-25 03:47:08.499730,"Inference launched for vi-output, ar0230 31-0043, Total Deployments: 7",25.464769265577367,30.30011412039212,11.2,5.425930384603339,0.0
2024-03-25 03:47:08.501026,"Launching inference for vi-output, ar0230 31-0043",25.464769265577367,30.30011412039212,11.2,5.425930384603339,0.0
2024-03-25 03:47:08.540840,Retrieving model,25.464769265577367,30.30011412039212,11.2,5.425930384603339,0.0
2024-03-25 03:47:08.541076,Model data retrieved,25.464769265577367,30.30011412039212,11.2,5.425930384603339,0.0
2024-03-25 03:47:08.541262,Attempting to add sink,25.464769265577367,30.30011412039212,11.2,5.425930384603339,0.0
2024-03-25 03:47:09.542016,Batch of 5 Gathered for sink: sink_deployment_18,23.054228715931444,30.35461737370416,0.0,5.427692105922516,0.0
2024-03-25 03:47:09.542267,Inference for sinK: sink_deployment_18,23.054228715931444,30.35461737370416,0.0,5.427692105922516,0.0
2024-03-25 03:47:09.542883,Sink successfully added,23.054228715931444,30.35461737370416,0.0,5.427692105922516,0.0
2024-03-25 03:47:09.543024,Finalising inference,23.054228715931444,30.35461737370416,0.0,5.427692105922516,0.0
2024-03-25 03:47:09.545846,"Inference launched for vi-output, ar0230 31-0043, Total Deployments: 8",23.054228715931444,30.35461737370416,0.0,5.427692105922516,0.0
2024-03-25 03:47:09.546215,"Launching inference for vi-output, ar0230 31-0043",23.054228715931444,30.35461737370416,0.0,5.427692105922516,0.0
2024-03-25 03:47:09.608390,Retrieving model,23.054228715931444,30.35461737370416,0.0,5.427692105922516,0.0
2024-03-25 03:47:09.608687,Model data retrieved,23.054228715931444,30.35461737370416,0.0,5.427692105922516,0.0
2024-03-25 03:47:09.608828,Attempting to add sink,23.054228715931444,30.35461737370416,0.0,5.427692105922516,0.0
2024-03-25 03:47:10.610327,Batch of 5 Gathered for sink: sink_deployment_17,25.465433615282933,30.3771404914028,21.6,5.41986223339284,0.0
2024-03-25 03:47:10.610575,Inference for sinK: sink_deployment_17,25.465433615282933,30.3771404914028,21.6,5.41986223339284,0.0
2024-03-25 03:47:11.612800,Batch of 5 Gathered for sink: sink_deployment_3,24.902035140942992,30.379464984810046,16.5,5.420449473832567,0.0
2024-03-25 03:47:11.613097,Inference for sinK: sink_deployment_3,24.902035140942992,30.379464984810046,16.5,5.420449473832567,0.0
